"tweak","twiːk","C2","verb","to change something slightly","ince ayar yapmak, çimdiklemek","adjust, modify","We need to <b>tweak</b> the design a bit.","He <b>tweak</b>ed the engine to make it faster.","Tüy Dik","Terzi, 'Elbisenin üstüne bir <b>Tüy Dik</b> (tweak)ersem tam <b>ince ayar</b> yapmış olurum' dedi."
"overarching","ˌəʊ.vəˈrɑː.tʃɪŋ","","adj","most important, because of including or affecting all other areas","kapsayıcı, en önemli","encompassing, overall","The <b>overarching</b> theme of the book is love.","We have an <b>overarching</b> goal to reduce poverty.","O Ver Erçin","Patron '<b>O Ver</b>diğin dosyayı <b>Erçin</b> (overarching) halletsin, o projenin <b>en önemli</b> ve <b>kapsayıcı</b> ismi' dedi."
"distinction","dɪˈstɪŋk.ʃən","C1","noun","a difference between two similar things","ayrım, fark","difference, contrast","There is a clear <b>distinction</b> between the two types.","She graduated with <b>distinction</b>.","Dış Tank Şen","Asker, '<b>Dış Tank Şen</b>lik (distinction) alanında duruyor, savaş tankıyla arasındaki <b>fark</b>ı görebiliyor musun?' dedi."
"pile","paɪl","B1","noun","a mass of something that has been placed somewhere","yığın, küme","heap, stack","There is a <b>pile</b> of books on the desk.","He made a <b>pile</b> of money.","Pay (Pasta)","Pastadan benim <b>Pay</b>ıma (pile) düşen koca bir <b>yığın</b> krema oldu."
"onward","ˈɒn.wəd","C2","adv","moving forward to a later time or a more distant place","ileriye doğru, -den itibaren","forward, ahead","From 1990 <b>onward</b>, technology changed rapidly.|We marched <b>onward</b> to victory.","On Vör (Ver)","Komutan, '<b>On</b> askere emir <b>Ver</b> (onward), <b>ileriye doğru</b> marş etsinler!' dedi."
"wreck","rek","B2","verb","to destroy or badly damage something","enkaz, hurda (veya mahvetmek)","ruin, destroy","The accident <b>wreck</b>ed the car.","He was a nervous <b>wreck</b> before the interview.","Rek (Renk)","Kaza yapan arabanın <b>Renk</b> (wreck)i bile belli değildi, tam bir <b>enkaz</b>a dönmüştü."
"incur","ɪnˈkɜːr","C2","verb","to experience something, usually something unpleasant, as a result of actions you have taken","maruz kalmak, (borç/masraf) altına girmek","suffer, sustain","You will <b>incur</b> bank charges if you overdraw.","He <b>incur</b>red the wrath of his boss.","İnkar","Adam borcunu <b>İnkar</b> (incur) edince daha büyük bir cezaya <b>maruz kaldı</b>."
"shrink","ʃrɪŋk","B2","verb","to become smaller, or to make something smaller","küçülmek, çekmek","contract, reduce","The sweater will <b>shrink</b> if you wash it in hot water.","The market share is starting to <b>shrink</b>.","Şirin","O dev gibi adam <b>küçülüp</b> minicik bir <b>Şirin</b> (shrink) babaya dönüştü."
"flap","flæp","","verb","to move quickly up and down or from side to side","kanat çırpmak, (rüzgarda) dalgalanmak","flutter, wave","The bird <b>flap</b>ped its wings and flew away.","The flag was <b>flap</b>ping in the wind.","Füle (File) Hap","Kaleci <b>File</b>ye giden topu görünce eliyle <b>Hap</b> (flap) diye yakalamak için havada kuş gibi <b>kanat çırptı</b>."
"stitch","stɪtʃ","C2","verb","to sew two things together","dikmek, dikiş atmak","sew, mend","The doctor had to <b>stitch</b> the wound.","I need to <b>stitch</b> this button back on.","Sıtiç (Sütlaç)","Aşçı, yırtılan önlüğünü <b>Sütlaç</b> (stitch) yerken alelacele <b>dikti</b>."
"fragmentation","ˌfræɡ.menˈteɪ.ʃən","","noun","the action or process of breaking something into small parts","parçalanma, fragmantasyon","breakup, division","Disk <b>fragmentation</b> slows down the computer.","The <b>fragmentation</b> of the empire led to chaos.","Fırak (Frak) Menteşan","Damat, <b>Frak</b>ını giyerken <b>Menteşe</b>ye (fragmentation) taktı ve ceket <b>parçalanma</b>ya başladı."
"obnoxious","əbˈnɒk.ʃəs","C2","adj","very unpleasant or rude","itici, çekilmez, iğrenç","unpleasant, offensive","He was acting like an <b>obnoxious</b> brat.","That smell is absolutely <b>obnoxious</b>.","Hap Nakış Is (Us)","Kadın 'Bu <b>Hap</b>ı içip <b>Nakış</b> işleyen <b>Us</b>lu (obnoxious) çocuk numarası yapma, çok <b>itici</b> ve <b>çekilmez</b> oluyorsun' dedi."
"albeit","ɔːlˈbiː.ɪt","C2","conj","although","gerçi, -e rağmen","although, even though","The nation is adapting, <b>albeit</b> slowly.","He finally agreed, <b>albeit</b> reluctantly.","Al Beyit","Şair, '<b>Al</b> bu <b>Beyit</b>i (albeit) oku, <b>gerçi</b> anlamazsın ama yine de dene' dedi."
"tightening","ˈtaɪ.tən.ɪŋ","","noun","making something tighter","sıkılaştırma","constricting","The central bank announced a <b>tightening</b> of monetary policy.","He is <b>tightening</b> the screws.","Tayt İnin","Spor hocası 'O dar <b>Tayt</b>ı <b>İnin</b> (tightening) bacağından çıkarın, kan dolaşımını engelliyor, gevşetmek yerine iyice <b>sıkılaştırma</b> yapmışsınız' dedi."
"crisscrossing","ˈkrɪsˌkrɒs.ɪŋ","","verb","moving or existing in a pattern of crossing lines","zikzak çizmek, çaprazlamak","intersecting","Trains are <b>crisscrossing</b> the country.","The map shows trails <b>crisscrossing</b> the park.","Kriz Kıros","Pilot 'Havada <b>Kriz</b> çıktı, <b>Kıros</b> (crisscrossing) rüzgar yüzünden mecburen <b>zikzak çizerek</b> iniyorum' dedi."
"orphaned","ˈɔː.fənd","","adj","having no parents (or no associated process/file)","yetim kalmış (veya sahipsiz kalmış öğe)","abandoned, parentless","The war left many children <b>orphaned</b>.","Delete these <b>orphaned</b> files to save space.","Or (O) Fend","<b>O Fend</b>i (orphaned) (efendi) adam ölünce çocukları <b>yetim kalmış</b>."
"insertion","ɪnˈsɜː.ʃən","","noun","the act of putting something inside something else","yerleştirme, ekleme","introduction, addition","The <b>insertion</b> of the needle was painless.","Check the <b>insertion</b> point in the document.","İn Sör (Sir) Şan","Hizmetçi, '<b>İn</b> <b>Sör</b> (Sir) <b>Şan</b>ına (insertion) yakışır bir koltuğa <b>yerleştirme</b> yapalım' dedi."
"backfired","ˌbækˈfaɪəd","C2","verb","had the opposite effect to what was intended (past of backfire)","ters tepti","failed, rebounded","His plan to cheat <b>backfired</b> disastrously.","The joke <b>backfired</b> and everyone was offended.","Bek Fayer (Fire)","Futbolcu <b>Bek</b>, topu <b>Fayer</b> (fire) (ateş) gibi şutladı ama direkten dönüp <b>ters tepti</b>."
"compelling","kəmˈpel.ɪŋ","C1","adj","makes you believe it or accept it because it is so strong","ikna edici, ilgi uyandırıcı, zorlu","persuasive, convincing","He made a <b>compelling</b> argument.","The movie was <b>compelling</b> from start to finish.","Kamp Pelin","<b>Kamp</b>ta <b>Pelin</b> (compelling) in anlattığı hayalet hikayesi o kadar <b>ilgi uyandırıcı</b> ve <b>ikna edici</b>ydi ki kimse uyuyamadı."
"dwell","dwel","C2","verb","to live in a place or in a particular way (or think too much about)","ikamet etmek (veya üzerinde durmak - dwell on)","live, reside","They <b>dwell</b> in the forest.","Don't <b>dwell</b> on your past mistakes.","Düvel","Eski <b>Düvel</b> (devletler) bu topraklarda <b>ikamet etmek</b> için çok savaşmış."
"concise","kənˈsaɪs","C2","adj","short and clear","kısa ve öz","succinct, brief","Make your answers clear and <b>concise</b>.","He gave a <b>concise</b> summary of the event.","Kan Says (Sayısı)","Doktor '<b>Kan Sayısı</b> (concise) sonucun temiz' diyerek durumu <b>kısa ve öz</b> açıkladı."
"corresponding","ˌkɒr.ɪˈspɒn.dɪŋ","B2","adj","similar to, connected with, or caused by something else","tekabül eden, denk gelen","equivalent, matching","Draw a line connecting the <b>corresponding</b> points.","Sales are up compared to the <b>corresponding</b> period last year.","Koro Sapan Ding","<b>Koro</b>daki çocuk <b>Sapan</b>la <b>Ding</b> (corresponding) (zil) e vurunca o notaya <b>denk gelen</b> ses bozuldu."
"throttle","ˈθrɒt.əl","","verb","to prevent something from succeeding (or limit speed/bandwidth)","boğmak, (hız/bant genişliği) kısmak","choke, limit","The ISP might <b>throttle</b> your internet speed.","High taxes are <b>throttl</b>ing the economy.","Tır Otıl","Şoför, '<b>Tır</b> <b>Otıl</b> (otel) önünde durunca trafiği <b>boğdu</b>, hızı iyice <b>kısmak</b> zorunda kaldık' dedi."
"absent","ˈæb.sənt","B1","adj","not in the place where you are expected to be","yok, mevcut değil","missing, away","He was <b>absent</b> from school yesterday.","Love was notably <b>absent</b> from their marriage.","Abi Sent","Dilenci, '<b>Abi Sent</b>in (absent) var mı?' diye sordu, adam 'Bozukluk <b>yok</b>' dedi."
"appending","əˈpend.ɪŋ","","verb","adding to the end of something","sonuna ekleme","attaching, adding","We are <b>appending</b> new data to the file.","He is <b>appending</b> a signature to the email.","İpen Ding (Denk)","Terzi, <b>İp</b>in ucuna <b>Ding</b> (denk) (appending) gelecek şekilde boncuk <b>ekleme</b>si yaptı."
"shot myself in the foot","ʃɒt maɪˈself ɪn ðə fʊt","C2","idiom","to do something that damages oneself","kendi topuğuna sıkmak","self-sabotage","I <b>shot myself in the foot</b> by insulting the boss.","Don't <b>shoot yourself in the foot</b> by quitting now.","Şut May Self","Futbolcu 'O <b>Şut</b>u <b>May Self</b> (myself) (kendime) attım resmen, <b>kendi topuğuma sıktım</b>' dedi."
"corner case","ˈkɔː.nə keɪs","","noun","a problem or situation that occurs only outside of normal operating parameters","uç durum, istisnai durum","edge case","We need to test for every <b>corner case</b>.","The software crashed on a weird <b>corner case</b>.","Korna Kes","Şoför 'Bu kavşakta kaza olması <b>istisnai bir durum</b>, sen yine de <b>Korna Kes</b> (corner case) (çal) ne olur ne olmaz' dedi."
"prepending","priːˈpend.ɪŋ","","verb","adding to the beginning of something","başına ekleme","prefixing","Try <b>prepending</b> the date to the filename.","The script is <b>prepending</b> a header.","Piri Pendi","Dede korkut hikayelerinin <b>Piri</b>, <b>Pendi</b> (öğüdü) (prepending) masalın <b>başına ekleme</b>yi unutmazdı."
"emphasizing","ˈem.fə.saɪz.ɪŋ","B2","verb","giving special importance to something","vurgulama","stressing, highlighting","He is <b>emphasizing</b> the need for speed.","The teacher is <b>emphasizing</b> grammar.","Emfa Sazın","Aşık Veysel, '<b>Emfa</b> (en fena) <b>Sazın</b> (emphasizing) teli koptu' diyerek derdini <b>vurgulama</b>ya çalıştı."
"iterate","ˈɪt.ə.reɪt","","verb","to do something again and again, usually to improve it","tekrarlamak, yinelemek","repeat, redo","We need to <b>iterate</b> on the design.","The loop will <b>iterate</b> ten times.","İt Er Er (Erit)","Hoca 'Bu <b>İt</b>i <b>Er</b> meydanında koşturup yağlarını <b>Erit</b> (iterate), bu antrenmanı her gün <b>tekrarlaman</b> lazım' dedi."
"zoning out","ˈzəʊn.ɪŋ aʊt","","phrasal verb","not paying attention","dalıp gitmek","spacing out","I was <b>zoning out</b> during the lecture.","Stop <b>zoning out</b> and listen to me.","Zonklayan At","Jokey, kafası <b>Zonklayan At</b>ın (zoning out) üzerinde yarışırken <b>dalıp gitti</b> ve düşmekten son anda kurtuldu."
"proactively","ˌprəʊˈæk.tɪv.li","C1","adv","in a way that causes change by acting rather than reacting","proaktif bir şekilde, ön alarak","actively, forward-lookingly","We must address the issue <b>proactively</b>.","You need to manage your time <b>proactively</b>.","Puro Aktifli","Müdür, 'Bu <b>Puro Aktifli</b> (proactively) (etkili) zehri yayılmadan, <b>ön alarak</b> temizlemeliyiz' dedi."
"pluck","plʌk","C2","verb","to pull something, especially with a sudden movement","çekip koparmak, (tüy) yolmak","pull, pick","He <b>pluck</b>ed a flower from the garden.","She <b>pluck</b>ed her eyebrows.","Plak","Eski <b>Plak</b> (pluck) koleksiyoncusu, raftan nadide bir plağı <b>çekip kopardı</b>."
"afoul","əˈfaʊl","","adv","in a state of collision or entanglement (run afoul of)","ters düşmek, başı belaya girmek","entangled, in trouble","He ran <b>afoul</b> of the law.","Avoid running <b>afoul</b> of the regulations.","E Faul","Hakem oyuncuya '<b>E Faul</b> (afoul) yaparsan kurallarla <b>ters düşer</b>sin, başın belaya girer' dedi."
"representative","ˌrep.rɪˈzen.tə.tɪv","B2","noun","someone who speaks or does something for another person","temsilci, mümessil","delegate, agent","He is the sales <b>representative</b> for our region.","She was elected as the class <b>representative</b>.","Rap Rıza Tenteli","Mahallenin <b>temsilci</b>si <b>Rap</b>çi <b>Rıza</b>, <b>Tenteli</b> (representative) arabasıyla gelip herkesi selamladı."
"excretory","ɪkˈskriː.tər.i","","adj","relating to the process of getting rid of waste from the body","boşaltım (sistemi) ile ilgili","eliminative","The kidneys are part of the <b>excretory</b> system.","Biologists studied the <b>excretory</b> organs of the insect.","Eks Kure (Küre) Tora","Doktor '<b>Eks</b> (eski) <b>Küre</b> şeklindeki tümör, <b>Tora</b>ks (göğüs) değil <b>boşaltım sistemiyle ilgili</b>' dedi."
"undercover","ˌʌn.dəˈkʌv.ər","C1","adj","working secretly using a false identity","gizli (görev), sivil (polis)","secret, covert","The police officer went <b>undercover</b> to catch the gang.","He wrote an expos based on his <b>undercover</b> work.","Andır (Onder) Kavır (Cover)","Polis, '<b>Onder</b> (under) <b>Kavır</b> (cover) (kapak) altında <b>gizli görev</b> yapıyorum' dedi."
"grunted","ˈɡrʌn.tɪd","C2","verb","made a short, low sound (past of grunt)","hırıldadı, homurdandı","muttered, growled","He just <b>grunted</b> in reply to my question.","The pig <b>grunted</b> happily in the mud.","Gıran (Kıran) Tırt","Dağcı 'Bu yokuşu <b>Kıran</b> (aşan) her <b>Tırt</b> (grunted) (tırtıl) gibi nefes nefese kalır' diye <b>homurdandı</b>."
"underlying","ˌʌn.dəˈlaɪ.ɪŋ","C2","adj","real but not immediately obvious","altında yatan, temel","fundamental, basic","Stress is the <b>underlying</b> cause of his illness.","We need to fix the <b>underlying</b> problem, not just the symptoms.","Andır (Onder) Lay (Yalan)","Dedektif 'Bu olayın <b>altında yatan</b> sebep, <b>Onder</b>in (under) söylediği <b>Lay</b> (lie-yalan) (underlying) olabilir' dedi."
"appealing","əˈpiː.lɪŋ","B2","adj","attractive or interesting","çekici, cazip","attractive, engaging","The idea of working from home is very <b>appealing</b>.","He has a very <b>appealing</b> personality.","Apiliği","Çocuğun <b>Apiliği</b> (appealing) (ağabeyliği), kardeşine karşı çok <b>çekici</b> ve örnek bir davranıştı."
"contiguousness","kənˈtɪɡ.ju.əs.nəs","","noun","the state of touching or being next to something","bitişiklik, temas hali","adjacency, proximity","The <b>contiguousness</b> of the two buildings caused issues.","Memory <b>contiguousness</b> improves performance.","Kontu Giysiniz","Terzi '<b>Kont</b>u <b>Giysiniz</b>le (contiguousness) <b>bitişik</b> diktim, artık ayrılmazsınız' dedi."
"retrospect","ˈret.rə.spekt","C2","noun","thinking now about something in the past (in retrospect)","geriye dönüp bakıldığında, maziye bakış","hindsight, review","In <b>retrospect</b>, I should have studied harder.","The decision seems foolish in <b>retrospect</b>.","Retro Sepet","Kadın 'Bu <b>Retro Sepet</b> (retrospect) bana eski günlerimi hatırlattı, <b>geriye dönüp baktığımda</b> ne güzel günlerdi' dedi."
"mash together","mæʃ təˈɡeð.ər","","phrasal verb","to mix or crush things together","birbirine katmak, karıştırmak (ezerek)","mix, blend","Just <b>mash together</b> the bananas and the flour.","He tried to <b>mash together</b> two different musical styles.","Maş (Maaş) Tugader (Tugay)","Komutan, askerlerin <b>Maaş</b>larını <b>Tugay Der</b>hal (mash together) <b>birbirine katıp</b> dağıtın dedi."
